"data.ad.id";"data.ad.name";"data.ad.first_shown_date";"data.ad.last_shown_date";"data.ad.estimated_audience";"data.advertiser.name";"data.advertiser.adv_biz_ids";"data.advertiser.registry_location";"data.advertiser.sponsor";"data.targeting.location.total_impressions";"data.targeting.location.data";"data.targeting.age";"data.targeting.gender";"data.targeting.target_audience_size";"data.targeting.audience";"data.targeting.interest"
1761534331218998;"marcelqueckemeyer";1679875200000;1680048000000;"1K-10K";"marcelqueckemeyer";7174778690809840000;"Germany";"marcelqueckemeyer";"1K-10K";"[{'region': 'DE', 'impressions': '8K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1757680931162165;"frank.rinck";1676246400000;1676332800000;"0-1K";"frank.rinck";7064661296678960000;"Germany";"frank.rinck";"0-1K";"[{'region': 'DE', 'impressions': '0-1K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': False, 'male': True, 'unknown': False}]";"7.1M-8.7M";"No";"Appliances, Vehicles & Transportation, Tech & Electronics"
1755552014103605;"frank.rinck";1674172800000;1674259200000;"1K-10K";"frank.rinck";7064661296678960000;"Germany";"frank.rinck";"1K-10K";"[{'region': 'DE', 'impressions': '5K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': False, 'male': True, 'unknown': False}]";"7.1M-8.7M";"No";"Tech & Electronics, Appliances, Vehicles & Transportation"
1752566017953845;"danielwald.mdl";1671321600000;1671408000000;"10K-100K";"danielwald.mdl";7037884927169270000;"Germany";"danielwald.mdl";"10K-100K";"[{'region': 'DE', 'impressions': '14K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1759472589958162;"SPD Frankfurt";1677888000000;1679788800000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '53K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"33.2M-40.6M";"No";
1759115309851697;"SPD Frankfurt";1677542400000;1677801600000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '36K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"33.2M-40.6M";"No";
1758727142329346;"SPD Frankfurt";1677196800000;1677283200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '16K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"33.2M-40.6M";"No";
1759147072005169;"SPD Frankfurt";1677628800000;1678060800000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '57K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': False, 'unknown': False}]";"17.7M-21.7M";"No";
1758662794617873;"SPD Frankfurt";1677110400000;1677283200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '28K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"38.4M-46.9M";"No";
1758665572806674;"SPD Frankfurt";1677110400000;1677283200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '20K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"38.4M-46.9M";"No";
1759630983541814;"olgapetersenafd";1678060800000;1678147200000;"1K-10K";"olgapetersenafd";7207448487162560000;"Germany";"olgapetersenafd";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1758667818079265;"SPD Frankfurt";1677196800000;1677542400000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '57K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"38.4M-46.9M";"No";
1758841470332978;"SPD Frankfurt";1677283200000;1677715200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '53K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"33.2M-40.6M";"No";
1759272300169250;"SPD Frankfurt";1677715200000;1677974400000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '42K'}]";"[{'region': 'DE', '13-17': False, '18-24': False, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': False, 'male': True, 'unknown': False}]";"9.0M-11.0M";"No";
1759472349246466;"SPD Frankfurt";1677888000000;1677974400000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '11K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': False, '35-44': False, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"14.5M-17.7M";"No";
1759062581196850;"SPD Frankfurt";1677542400000;1677628800000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '20K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"38.4M-46.9M";"No";
1757667406093365;"daniel_liebetruth.spd";1676246400000;1676246400000;"0-1K";"daniel_liebetruth.spd";7181591082415800000;"Germany";"daniel_liebetruth.spd";"0-1K";"[{'region': 'DE', 'impressions': '0-1K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"15.6M-19.1M";"No";"Education, News & Entertainment, Sports & Outdoors"
1758108565323794;"SPD Frankfurt";1676592000000;1676851200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '43K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"33.2M-40.6M";"No";
1757644012865589;"spd_frankfurt";1676160000000;1676160000000;"1K-10K";"spd_frankfurt";7198077933595080000;"Germany";"spd_frankfurt";"1K-10K";"[{'region': 'DE', 'impressions': '3K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1757663102482485;"spd_frankfurt";1676160000000;1676332800000;"1K-10K";"spd_frankfurt";7198077933595080000;"Germany";"spd_frankfurt";"1K-10K";"[{'region': 'DE', 'impressions': '9K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1757678616626230;"dielinke_bremen";1676246400000;1676419200000;"1K-10K";"dielinke_bremen";7148802272032690000;"Germany";"dielinke_bremen";"1K-10K";"[{'region': 'DE', 'impressions': '4K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1757125406878773;"afd_goeppingen";1675641600000;1675814400000;"1K-10K";"afd_goeppingen";7170965354653480000;"Germany";"afd_goeppingen";"1K-10K";"[{'region': 'DE', 'impressions': '5K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1756980533947445;"afd_goeppingen";1675555200000;1675728000000;"1K-10K";"afd_goeppingen";7170965354653480000;"Germany";"afd_goeppingen";"1K-10K";"[{'region': 'DE', 'impressions': '5K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1756986773632054;"linksjugend_dresden";1675555200000;1675728000000;"1K-10K";"linksjugend_dresden";7194484351172890000;"Germany";"linksjugend_dresden";"1K-10K";"[{'region': 'DE', 'impressions': '9K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1757756832948225;"SPD Frankfurt";1676246400000;1676851200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '53K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"38.4M-46.9M";"No";
1756655808777269;"dielinke_bremen";1675209600000;1675296000000;"1K-10K";"dielinke_bremen";7148802272032690000;"Germany";"dielinke_bremen";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1758386366419985;"SPD Frankfurt";1676851200000;1677024000000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '17K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"33.2M-40.6M";"No";
1758109562449974;"dielinke_bremen";1676592000000;1676764800000;"1K-10K";"dielinke_bremen";7148802272032690000;"Germany";"dielinke_bremen";"1K-10K";"[{'region': 'DE', 'impressions': '7K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1758296443131905;"SPD Frankfurt";1676764800000;1676937600000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '29K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': False, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"33.2M-40.6M";"No";
1757756001635377;"SPD Frankfurt";1676246400000;1676851200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '40K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"38.4M-46.9M";"No";
1757732764040210;"SPD Frankfurt";1676246400000;1676419200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '33K'}]";"[{'region': 'DE', '13-17': False, '18-24': False, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"23.9M-29.2M";"No";
1757732764043298;"SPD Frankfurt";1676246400000;1676419200000;"10K-100K";"SPD Frankfurt";7199644370751160000;"Germany";"SPD Frankfurt";"10K-100K";"[{'region': 'DE', 'impressions': '14K'}]";"[{'region': 'DE', '13-17': False, '18-24': False, '25-34': True, '35-44': True, '45-54': True, '55+': False}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"23.9M-29.2M";"No";
1755884876804149;"afd_goeppingen";1674518400000;1674518400000;"0-1K";"afd_goeppingen";7170965354653480000;"Germany";"afd_goeppingen";"0-1K";"[{'region': 'DE', 'impressions': '0-1K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1754099589455925;"junge_alternative";1672790400000;1672876800000;"1K-10K";"junge_alternative";7167755921534370000;"Germany";"junge_alternative";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1753751046828086;"daniel_liebetruth.spd";1672531200000;1672704000000;"1K-10K";"daniel_liebetruth.spd";7181591082415800000;"Germany";"daniel_liebetruth.spd";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"15.6M-19.1M";"No";"Education, News & Entertainment, Sports & Outdoors"
1752132711082037;"afd.pankow";1670889600000;1671062400000;"1K-10K";"afd.pankow";7162057116302490000;"Germany";"afd.pankow";"1K-10K";"[{'region': 'DE', 'impressions': '3K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.0M-53.8M";"No";
1754678057584693;"junge_alternative";1673308800000;1673395200000;"1K-10K";"junge_alternative";7167755921534370000;"Germany";"junge_alternative";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1754463948917813;"daniel_liebetruth.spd";1673136000000;1673308800000;"1K-10K";"daniel_liebetruth.spd";7181591082415800000;"Germany";"daniel_liebetruth.spd";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"15.6M-19.1M";"No";"Education, News & Entertainment, Sports & Outdoors"
1756028982147125;"junge_alternative";1674604800000;1674691200000;"1K-10K";"junge_alternative";7167755921534370000;"Germany";"junge_alternative";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1756835851588662;"daniel_liebetruth.spd";1675382400000;1675555200000;"1K-10K";"daniel_liebetruth.spd";7181591082415800000;"Germany";"daniel_liebetruth.spd";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"15.6M-19.1M";"No";"News & Entertainment, Sports & Outdoors, Education"
1751373074488322;"DIE LINKE NEUKÖLLN";1670198400000;1674000000000;"10K-100K";"DIE LINKE NEUKÖLLN";7153224416464320000;"Germany";"DIE LINKE NEUKÖLLN";"10K-100K";"[{'region': 'DE', 'impressions': '54K'}]";"[{'region': 'DE', '13-17': True, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"44.7M-54.7M";"No";
1766135795113013;"daniel_liebetruth.spd";1684281600000;1684454400000;"1K-10K";"daniel_liebetruth.spd";7181591082415800000;"Germany";"daniel_liebetruth.spd";"1K-10K";"[{'region': 'DE', 'impressions': '2K'}]";"[{'region': 'DE', '13-17': False, '18-24': True, '25-34': True, '35-44': True, '45-54': True, '55+': True}]";"[{'region': 'DE', 'female': True, 'male': True, 'unknown': True}]";"15.6M-19.1M";"No";"Education, News & Entertainment, Sports & Outdoors"
